rodzaj_zabudowy,metry_kwadratowe,stan_mieszkania,okres,bialystok_wlasnosc_prywatna,bialystok_spółdzielnia,bydgoszcz_wlasnosc_prywatna,bydgoszcz_spółdzielnia,czestochowa_spółdzielnia,czestochowa_wlasnosc_prywatna,gdansk_wlasnosc_prywatna,gdansk_spółdzielnia,gdynia_wlasnosc_prywatna,gdynia_spółdzielnia,katowice_wlasnosc_prywatna,katowice_spółdzielnia,krakow_wlasnosc_prywatna,krakow_spółdzielnia,lodz_wlasnosc_prywatna,lodz_spółdzielnia,lublin_wlasnosc_prywatna,lublin_spółdzielnia,poznan_wlasnosc_prywatna,poznan_spółdzielnia,radom_wlasnosc_prywatna,radom_spółdzielnia,rzeszow_wlasnosc_prywatna,rzeszow_spółdzielnia,szczecin_wlasnosc_prywatna,szczecin_spółdzielnia,warszawa_wlasnosc_prywatna,warszawa_spółdzielnia,wroclaw_wlasnosc_prywatna,wroclaw_spółdzielnia
apartamentowiec,60.5,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1383772.0,,,
apartamentowiec,63.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1100000.0,,,,,,,,,,,,,,950000.0,,699900.0,
apartamentowiec,64.4,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1114000.0,,,
apartamentowiec,70.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1156333.3333333333,,,,,,,,,,,,,,1050000.0,,730000.0,
apartamentowiec,72.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,1320000.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,73.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1349000.0,,,
apartamentowiec,75.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1279999.5,,,,,,,,,,,,,,1119875.0,,,
apartamentowiec,85.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,998000.0,,,,,,,,,,,,,,1190000.0,,,
apartamentowiec,87.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1350000.0,,,,,,,,,,,,,,1434666.6666666667,,1299000.0,
apartamentowiec,33.2,wysoki_poziom_jakosci,wrzesien_2023,,,399000.0,,,,,,,,365000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,41.19,wysoki_poziom_jakosci,wrzesien_2023,,,383000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,49.0,wysoki_poziom_jakosci,wrzesien_2023,,,625000.0,,,,,,,,,,,,,,,,,,,,,,,,750000.0,,752250.0,
apartamentowiec,49.57,wysoki_poziom_jakosci,wrzesien_2023,,,435000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,49.62,wysoki_poziom_jakosci,wrzesien_2023,,,490000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,57.0,wysoki_poziom_jakosci,wrzesien_2023,,,599000.0,,,,,,,,,,,,,,,,,,,,,,,,1075000.0,,,
apartamentowiec,64.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,660000.0,1100000.0,,
apartamentowiec,64.0,wysoki_poziom_jakosci,wrzesien_2023,,,650000.0,,,,,,,,,,1394666.6666666667,,656000.0,,,,,,,,,,,,1275000.0,,945000.0,
apartamentowiec,65.88,wysoki_poziom_jakosci,wrzesien_2023,,,689000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,66.5,wysoki_poziom_jakosci,wrzesien_2023,,,679000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,67.0,wysoki_poziom_jakosci,wrzesien_2023,,,679000.0,,,,,,,,,,962000.0,,,,,,,,,,770500.0,,,,1310000.0,,1199000.0,
apartamentowiec,74.15,wysoki_poziom_jakosci,wrzesien_2023,,,704425.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,75.8,wysoki_poziom_jakosci,wrzesien_2023,,,700000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,77.1,nizki_poziom_jakosci,wrzesien_2023,,,554000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.84,wysoki_poziom_jakosci,wrzesien_2023,,,654000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,78.9,wysoki_poziom_jakosci,wrzesien_2023,,,640000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,111.04,wysoki_poziom_jakosci,wrzesien_2023,,,745000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,31.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,550000.0,,,,,,,,,,,,,,,,499000.0,
apartamentowiec,32.52,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,396744.0,,,,,,,,,,,,,,,
apartamentowiec,35.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,819000.0,,,
apartamentowiec,38.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,569000.0,,,,,,,,754666.6666666666,,,
apartamentowiec,38.6,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,599000.0,,,
apartamentowiec,42.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,809333.3333333334,,,
apartamentowiec,43.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,577000.0,,,,,,,,,,,,,,,,,
apartamentowiec,43.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,989000.0,,,,,,,,,450000.0,,,579000.0,,,,,,,,690000.0,,,
apartamentowiec,47.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548000.0,
apartamentowiec,50.44,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,605000.0,
apartamentowiec,53.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,780000.0,,,,,,742000.0,,,,658000.0,,,,1083333.3333333333,,,
apartamentowiec,56.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,689000.0,,660000.0,,,,,,,,,,510000.0,,1024714.2857142857,,,
apartamentowiec,74.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1065000.0,,774500.0,,,,,,,,,,,,1404000.0,,1299000.0,
apartamentowiec,79.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,949000.0,,,
apartamentowiec,79.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,849000.0,,1175000.0,,,
apartamentowiec,93.3,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,
apartamentowiec,98.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,833000.0,,,,,,,,,,,,2450000.0,,1199000.0,
apartamentowiec,34.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,580000.0,,
apartamentowiec,34.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,800000.0,,,
apartamentowiec,37.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,689000.0,,,,,,,,352000.0,,,,,,,,,,,,555000.0,,,
apartamentowiec,39.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,517902.0,,,,,,622000.0,
apartamentowiec,40.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,710750.0,,644000.0,
apartamentowiec,45.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,642000.0,,440000.0,,,,,,,,,,,,890000.0,,650000.0,
apartamentowiec,47.92,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,670000.0,,,,,,,,,,,,,,,,,
apartamentowiec,65.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1625000.0,,624000.0,,,,858000.0,,,,,,,,,,882581.6666666666,
apartamentowiec,69.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1087500.0,,,,,,,,,,,,,,1396333.3333333333,1250000.0,,
apartamentowiec,78.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,950000.0,,,,,,,,,,,,,,1452500.0,,1080000.0,
apartamentowiec,93.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,749000.0,,,,,,,,,,,,,,,
apartamentowiec,95.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,1099000.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,28.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,349000.0,
apartamentowiec,51.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1195000.0,,,
apartamentowiec,52.3,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,735000.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,53.38,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,650000.0,,,,,,,,,,,
apartamentowiec,59.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1445000.0,,,,,,863750.0,,,,,,,,,,,,,,1099000.0,,,
apartamentowiec,59.4,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,590000.0,,,,,,,,,,,,,,,
apartamentowiec,61.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,570000.0,,,,,,,,,,,,,,810000.0,,897000.0,
apartamentowiec,68.9,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,990000.0,,,,,,,,,,,,,,,,,
apartamentowiec,39.5,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,749000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,41.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,749000.0,,,,,,,,,,,,,,,,,,,,951999.75,,,
apartamentowiec,43.19,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,998000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,43.71,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,840000.0,,,,,,,,,,,,,,,,,,,,920000.0,,,
apartamentowiec,46.21,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,890000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,49.59,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,545490.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,55.91,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1050000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,63.4,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,650000.0,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,64.49,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1218087.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,75.83,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1430000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,77.03,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1540600.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,83.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,1745000.0,,
apartamentowiec,83.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1295000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,143.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,1200000.0,,,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,30.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,320000.0,,,,,,,,,,,,760000.0,,,420000.0
apartamentowiec,56.6,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,629000.0,
apartamentowiec,62.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1300000.0,,,
apartamentowiec,62.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1050000.0,,,,,,,,,,,,,,1092500.0,,,
apartamentowiec,63.1,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1291877.0,,,,,,,,,,,,,,,,,
apartamentowiec,64.61,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,788000.0,
apartamentowiec,65.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,637000.0,,,,,,,,,,,,,,,,,
apartamentowiec,71.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,966000.0,,,,,,,,1278000.0,,,
apartamentowiec,76.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1164500.0,,,,,,,,,,,,,,1585000.0,,,
apartamentowiec,82.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,930000.0,,,,,,,,,,,,,,1400000.0,,,
apartamentowiec,82.2,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1750000.0,,,
apartamentowiec,110.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,999000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,57.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,990000.0,,,,,,,,,,,,,,,,,
apartamentowiec,80.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,920920.0,,,,,,,,,,,,,,1800000.0,,,
apartamentowiec,91.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,900900.0,,,,,,,,,,,1572500.0,,,
apartamentowiec,66.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,389000.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,68.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,890000.0,,,
apartamentowiec,68.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,799000.0,,,,1130000.0,,,,,,,,,,,,,,1268666.6666666667,,880000.0,
apartamentowiec,70.5,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,890000.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,102.29,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,1380000.0,,,,,,,,,,,,,,,,,,,,,
apartamentowiec,52.7,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,816850.0,,,
apartamentowiec,53.1,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,845000.0,,,
apartamentowiec,92.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000.0,
apartamentowiec,92.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,699000.0,,,,,,,,,,,,1935000.0,,950000.0,
apartamentowiec,73.82,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,799000.0,,,,,,,,,,,,,,,
apartamentowiec,46.56,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,590000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,77.56,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,789000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,97.79,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,890000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,109.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,999000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,109.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,999000.0,,,,,,,,,,,,,,,,,,,
apartamentowiec,32.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,529000.0,,,
apartamentowiec,36.6,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,690000.0,,,
apartamentowiec,38.5,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,430000.0,
apartamentowiec,50.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1038000.0,,,
apartamentowiec,60.01,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,750000.0,,,,,,,,,,,,,,,
apartamentowiec,60.35,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,529000.0,,
apartamentowiec,62.5,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,950000.0,
apartamentowiec,66.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,795000.0,,,,,,,,,,,,,,999000.0,,935000.0,
apartamentowiec,71.49,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1465000.0,,,
apartamentowiec,84.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1549000.0,,,
apartamentowiec,86.0,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1388750.0,,,
apartamentowiec,90.0,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1774500.0,,,
apartamentowiec,101.36,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,
apartamentowiec,101.36,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,,,,,,,,,,,,,,,1590000.0,,,
apartamentowiec,25.13,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,480000.0,,,,,,,,,,,,,,,,,
apartamentowiec,26.52,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,510000.0,,,,,,,,,,,,,,,,,
apartamentowiec,30.53,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,656000.0,,,,,,,,,,,,,,,,,
apartamentowiec,31.13,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,690000.0,,,,,,,,,,,,,,,,,
apartamentowiec,32.87,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,572500.0,,,,,,,,,,,,,,,,,
apartamentowiec,32.98,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,742050.0,,,,,,,,,,,,,,,,,
apartamentowiec,33.74,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,590000.0,,,,,,,,,,,,,,,,,
apartamentowiec,33.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,760500.0,,,,,,,,,,,,,,,,,
apartamentowiec,34.59,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,847455.0,,,,,,,,,,,,,,720000.0,,,
apartamentowiec,36.06,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,
apartamentowiec,37.61,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,715000.0,,,,,,,,,,,,,,,,,
apartamentowiec,40.18,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,899900.0,,,,,,,,,,,,,,629000.0,,,
apartamentowiec,42.75,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1000000.0,,,,,,,,,,,,,,,,,
apartamentowiec,43.06,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,687000.0,,,,,,,,,,,,,,,,,
apartamentowiec,44.54,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,745000.0,,,,,,,,,,,,,,,,,
apartamentowiec,44.87,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,706703.0,,,,,,,,,,,,,,,,,
apartamentowiec,45.77,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,956600.0,,,,,,,,,,,,,,,,,
apartamentowiec,46.4,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,830000.0,,,,,,,,,,,,,,,,589000.0,
apartamentowiec,47.08,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,740000.0,,,,,,,,,,,,,,,,,
apartamentowiec,48.15,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,689000.0,,,,,,,,,,,,,,,,,
apartamentowiec,48.39,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,830000.0,,,,,,,,,,,,,,,,,
apartamentowiec,49.1,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,981951.0,,,,,,,,,,,,,,,,,
apartamentowiec,50.75,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1116449.0,,,,,,,,,,,,,,,,,
apartamentowiec,50.88,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,839000.0,,,,,,,,,,,,,,,,,
apartamentowiec,50.95,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,915000.0,,,,,,,,,,,,,,,,,
apartamentowiec,51.71,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,659000.0,,,,,,,,,,,,,,,,,
apartamentowiec,53.5,nizki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,699000.0,,,,,,,,,,,,,,,,,
apartamentowiec,53.5,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,640000.0,,,,,,,,,,,,,,,,599000.0,
apartamentowiec,54.41,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,899000.0,,,,,,,,,,,,,,,,,
apartamentowiec,54.8,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1229000.0,,,,,,,,,,,,,,,,,
apartamentowiec,55.55,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,855470.0,,,,,,,,,,,,,,,,,
apartamentowiec,55.57,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,1050273.0,,,,,,,,,,,,,,,,,
apartamentowiec,57.41,wysoki_poziom_jakosci,wrzesien_2023,,,,,,,,,,,,,729000.0,,,,,,,,,,,,,,,,,
